Naam;URN;Waarde;IMBRO;IMBRO/A;Definitie
"Bepalingsprocedure";"urn:bro:bhrgt:DeterminationProcedure";"ISO13320v2009";"Ja";"Ja";"NEN-ISO 13320:2009 <i>Analyse van de deeltjesgrootteverdeling - Methoden met laserdiffractie</i> beschrijft de procedure voor het bepalen van de korrelgrootteverdeling door middel van laserdiffractie.Een internationale norm geaccepteerd door Nederland."
"Bepalingsprocedure";"urn:bro:bhrgt:DeterminationProcedure";"ISO14688d2v2019";"Ja";"Ja";"NEN-EN-ISO 14688-2:2019 <i>Geotechnisch onderzoek en beproeving - Identificatie en classificatie van grond - Deel 2: Grondslagen voor een classificatie</i>. Een door de NEN voor Nederland vastgestelde norm t.b.v. het classificeren van onverharde grondmonsters voor geotechniek gebaseerd op de ISO norm. De uitwerking van de bepaling van de maximale ongedraineerde schuifsterke, het organischestofgehalte en het kalkgehalte zijn in de Nederlandse bijlage opgenomen. "
"Bepalingsprocedure";"urn:bro:bhrgt:DeterminationProcedure";"ISO17892d1v2014";"Ja";"Ja";"NEN-EN-ISO 17892-1:2014 <i>Geotechnisch onderzoek en beproeving - Beproeving van grond in het laboratorium - Deel 1: Bepaling van het watergehalte</i> beschrijft de procedure voor het bepalen van het watergehalte door middel van drogen.Een internationale norm geaccepteerd door Europa en Nederland."
"Bepalingsprocedure";"urn:bro:bhrgt:DeterminationProcedure";"ISO17892d2v2014";"Ja";"Ja";"NEN-EN-ISO 17892-2:2014 <i>Geotechnisch onderzoek en beproeving - Beproeving van grond in het laboratorium - Deel 2: Bepaling van de dichtheid van fijn korrelige grond</i> beschrijft de procedure voor het bepalen van de volumieke massa.Een internationale norm geaccepteerd door Europa en Nederland."
"Bepalingsprocedure";"urn:bro:bhrgt:DeterminationProcedure";"ISO17892d3v2016";"Ja";"Ja";"NEN-EN-ISO 17892-5:2017 <i>Geotechnisch onderzoek en beproeving - Beproeving van grond in het laboratorium - Deel 5: Eén-dimensionale samendrukkingsproef</i> beschrijft de procedure voor het bepalen van verticale vervorming door middel van samendrukken, de <i>samendrukkingsproef</i>.Een internationale norm geaccepteerd door Europa en Nederland."
"Bepalingsprocedure";"urn:bro:bhrgt:DeterminationProcedure";"ISO17892d4v2016";"Ja";"Ja";"NEN-EN-ISO 17892-4:2016 <i>Geotechnisch onderzoek en beproeving - Beproeving van grond in het laboratorium - Deel 4: Bepaling van de korrelgrootte verdeling </i>beschrijft de procedure voor het bepalen van de korrelgrootteverdeling van fracties door middel van natte zeving over de 63µm-zeef, droge zeving voor fracties groter dan 63 µm en voor de fracties kleiner dan 63 µm met de hydrometer en de pipetmethode.Een internationale norm geaccepteerd door Europa en Nederland."
"Bepalingsprocedure";"urn:bro:bhrgt:DeterminationProcedure";"ISO17892d4v2016enISO13317d3v2001";"Ja";"Ja";"NEN-EN-ISO 17892-4:2016 <i>Geotechnisch onderzoek en beproeving - Beproeving van grond in het laboratorium - Deel 4: Bepaling van de korrelgrootte verdeling</i> beschrijft de procedure voor het bepalen van de korrelgrootteverdeling van fracties door middel van natte zeving over de 63µm-zeef en droge zeving voor fracties groter dan 63 µm.Een internationale norm geaccepteerd door Europa en Nederland.NEN-ISO 13317-3:2001 <i>Bepaling van de deeltjesgrootteverdeling met zwaartekracht-sedimentatiemethoden in vloeistof – Deel 3: Zwaartekrachttechniek met röntgenstraling</i> beschrijft de procedure voor het bepalen van de verdeling van fracties kleiner dan 63 µm door middel van röntgenstraling.Een internationale norm geaccepteerd door Nederland."
"Bepalingsprocedure";"urn:bro:bhrgt:DeterminationProcedure";"ISO17892d5v2017";"Ja";"Ja";"NEN-EN-ISO 17892-5:2017 <i>Geotechnisch onderzoek en beproeving - Beproeving van grond in het laboratorium - Deel 5: Eén-dimensionale samendrukkingsproef</i> beschrijft de procedure voor het bepalen van verticale vervorming door middel van samendrukken, de <i>samendrukkingsproef</i>.Een internationale norm geaccepteerd door Europa en Nederland."
"BeschrevenMateriaal";"urn:bro:bhrgt:DescribedMaterial";"grond";"Ja";"Ja";"Het boorprofiel omvat alleen lagen die beschreven zijn als grond of bijzonder materiaal."
"BeschrevenMateriaal";"urn:bro:bhrgt:DescribedMaterial";"grondGesteente";"Ja";"Ja";"Het boorprofiel omvat lagen die beschreven zijn als grond of bijzonder materiaal zowel als lagen die beschreven zijn als gesteente. "
"BeschrevenMateriaal";"urn:bro:bhrgt:DescribedMaterial";"gesteente";"Ja";"Ja";"Het boorprofiel omvat alleen lagen die beschreven zijn als gesteente."
"Beschrijfkwaliteit";"urn:bro:bhrgt:DescriptionQuality";"klasse2geroerd";"Ja";"Ja";"De grond is beschreven volgens de eisen in NEN-EN-ISO 14688-1 gesteld aan standaard geotechnisch booronderzoek, waarbij de gelaagdheid in de monsters verstoord is. Het eventueel aanwezige gesteente is beschreven op een gelijkwaardige manier. "
"Beschrijfkwaliteit";"urn:bro:bhrgt:DescriptionQuality";"klasse2ongedifferentieerd";"Ja";"Ja";"De grond is beschreven volgens de eisen in NEN-EN-ISO 14688-1 gesteld aan standaard geotechnisch booronderzoek voor handboringen waarvan alle monsters in het veld zijn beschreven, waarbij het niet relevant is of de gelaagdheid verstoord of intact is; er is geen gesteente beschreven."
"Beschrijfkwaliteit";"urn:bro:bhrgt:DescriptionQuality";"klasse2ongeroerd";"Ja";"Ja";"De grond is beschreven volgens de eisen in NEN-EN-ISO 14688-1 gesteld aan standaard geotechnisch booronderzoek, waarbij de gelaagdheid door de boortechniek intact is gebleven. Het eventueel aanwezige gesteente is beschreven op een gelijkwaardige manier."
"Beschrijfkwaliteit";"urn:bro:bhrgt:DescriptionQuality";"klasse3";"Ja";"Ja";"De grond is beschreven volgens de eisen in NEN-EN-ISO 14688-1 gesteld aan verkennend (hand)booronderzoek; er is geen gesteente beschreven."
"Beschrijfkwaliteit";"urn:bro:bhrgt:DescriptionQuality";"nietGespecificeerd";"Nee";"Ja";"De grond is beschreven op basis van NEN 5104 en met verschillen in monsterkwaliteit is bij de beschrijving niet consequent rekening gehouden; er is geen gesteente beschreven."
"Beschrijflocatie";"urn:bro:bhrgt:DescriptionLocation";"lab";"Ja";"Ja";"De monsters zijn beschreven in een beschrijfruimte. "
"Beschrijflocatie";"urn:bro:bhrgt:DescriptionLocation";"veld";"Ja";"Ja";"De monsters zijn beschreven in het veld, direct na monstername. "
"Beschrijflocatie";"urn:bro:bhrgt:DescriptionLocation";"veldlab";"Ja";"Ja";"De monsters zijn beschreven in een container aan boord van een schip of een daarmee vergelijkbare ruimte, direct na monstername."
"Beschrijflocatie";"urn:bro:bhrgt:DescriptionLocation";"onbekend";"Nee";"Ja";"De plek waar de monsters zijn beschreven is niet bekend."
"Beschrijfprocedure";"urn:bro:bhrgt:DescriptionProcedure";"ISO14688d1v2019";"Ja";"Ja";"NEN-EN-ISO 14688-1. Een door de NEN voor Nederland vastgestelde norm t.b.v. het identificeren van onverharde grondmonsters voor geotechniek gebaseerd op de ISO norm. De norm is vastgesteld in september 2013 en is de vervanger voor de NEN 5104. De versie uit 2019 is een herziening."
"Beschrijfprocedure";"urn:bro:bhrgt:DescriptionProcedure";"ISO14689d1v2018";"Ja";"Ja";"NEN-EN-ISO 14689-1 versie 2018. Geotechnisch onderzoek en beproeving - Identificatie en classificatie van gesteente - Deel 1: Identificatie en beschrijving.Een internationale norm geaccepteerd door Europa en Nederland."
"Beschrijfprocedure";"urn:bro:bhrgt:DescriptionProcedure";"NEN5104Synthetisch";"Nee";"Ja";"De grond is geclassificeerd volgens NEN 5104 en die norm vormt de basis van de procedure. Wanneer de grond niet geclassificeerd kan worden is het bijzonder materiaal. De procedure kent geen strikt onderscheid tussen beschrijven, analyseren en interpreteren en daardoor kan het resultaat een synthetisch karakter hebben."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"geen";"Ja";"Ja";"Geen bijzondere bestanddelen."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"artefact";"Ja";"Ja";"Een antropogeen bestanddeel: de niet nader omschreven (resten van) voorwerpen die door de mens gemaakt zijn."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"botrestenWeinig";"Ja";"Ja";"Een natuurlijk bestanddeel: resten van botten, voorkomend in een mate die niet van invloed is op de geotechnische eigenschappen van de grond."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"botrestenVeel";"Ja";"Ja";"Een natuurlijk bestanddeel: resten van botten, voorkomend in een mate die van invloed is op de geotechnische eigenschappen van de grond."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"donkereMineralenWeinig";"Ja";"Ja";"Een natuurlijk bestanddeel: deeltjes die opaak en donker van kleur en minder hard dan kwarts zijn, voorkomend in een mate die niet van invloed is op de geotechnische eigenschappen van de grond."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"donkereMineralenVeel";"Ja";"Ja";"Een natuurlijk bestanddeel: deeltjes die opaak en donker van kleur en minder hard dan kwarts zijn, voorkomend in een mate die van invloed is op de geotechnische eigenschappen van de grond."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"geotextiel";"Ja";"Ja";"Een antropogeen bestanddeel: textiel en folies die gebruikt worden in grondverbetering en meestal uit kunststof bestaan."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"glauconietWeinig";"Ja";"Ja";"Een natuurlijk bestanddeel: groene, groenige of bruine korrels die uit glauconiet of goethiet bestaan. Deze kleimineralen maken minder dan 25% van de grond uit; het voorkomen ervan beïnvloedt de eigenschappen van de grond omdat het korrels zijn die zich als klei gedragen. "
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"glauconietVeel";"Ja";"Ja";"Een natuurlijk bestanddeel: groene, groenige of bruine korrels die uit glauconiet of goethiet bestaan. Deze kleimineralen maken 25 tot 50% van de grond uit; het voorkomen ervan beïnvloedt de eigenschappen van de grond omdat het korrels zijn die zich als klei gedragen. "
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"glimmerWeinig";"Ja";"Ja";"Een natuurlijk bestanddeel: gladde plaatvormige deeltjes die meestal uit de mineralen muskoviet of biotiet bestaan. De glimmers komen in zo geringe mate voor dat zij niet van invloed zijn op de geotechnische eigenschappen van de grond en dat is het geval wanneer ze minder dan 1% van de grond uitmaken."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"glimmerVeel";"Ja";"Ja";"Een natuurlijk bestanddeel: gladde plaatvormige deeltjes die meestal uit de mineralen muskoviet of biotiet bestaan. De glimmers komen in zo grote mate voor dat zij van invloed zijn op de geotechnische eigenschappen van de grond en dat is al het geval wanneer ze 1% van de grond uitmaken."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"houtGebruikt";"Ja";"Ja";"Een antropogeen bestanddeel: hout of houtig materiaal dat door de mens gebruikt is. Voorbeelden zijn rijsmatten, funderingspalen, beschoeiingen, scheepswrakken. "
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"houtskoolWeinig";"Ja";"Ja";"Een antropogeen of natuurlijk bestanddeel: door verbranding verkoolde resten van hout, meestal gebroken stukjes; voorkomend in een mate die niet van invloed is op de geotechnische eigenschappen van de grond."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"houtskoolVeel";"Ja";"Ja";"Een antropogeen of natuurlijk bestanddeel: door verbranding verkoolde resten van hout, meestal gebroken stukjes; voorkomend in een mate die van invloed is op de geotechnische eigenschappen van de grond."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"huisvuil";"Ja";"Ja";"Een antropogeen bestanddeel: niet nader omschreven huishoudelijk afval. "
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"ijzerconcretiesWeinig";"Ja";"Ja";"Een natuurlijk bestanddeel: delen van de grond die door ijzer(hydr)oxiden tot een geheel zijn verkit, voorkomend in een mate die niet van invloed is op de geotechnische eigenschappen van de grond."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"ijzerconcretiesVeel";"Ja";"Ja";"Een natuurlijk bestanddeel: delen van de grond die door ijzer(hydr)oxiden tot een geheel zijn verkit, voorkomend in een mate die van invloed is op de geotechnische eigenschappen van de grond."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"ijzersulfideWeinig";"Ja";"Ja";"Een natuurlijk bestanddeel: delen van de grond die uit ijzersulfide bestaan, vrijwel altijd de mineralen pyriet of markasiet; voorkomend in een mate die niet van invloed is op de geotechnische eigenschappen van de grond."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"ijzersulfideVeel";"Ja";"Ja";"Een natuurlijk bestanddeel: delen van de grond die uit ijzersulfide bestaan, vrijwel altijd de mineralen pyriet of markasiet; voorkomend in een mate die van invloed is op de geotechnische eigenschappen van de grond."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"kalkconcretiesWeinig";"Ja";"Ja";"Een natuurlijk bestanddeel: delen van de grond die door carbonaat tot een geheel zijn verkit, bijvoorbeeld een septarie; voorkomend in een mate die niet van invloed is op de geotechnische eigenschappen van de grond. "
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"kalkconcretiesVeel";"Ja";"Ja";"Een natuurlijk bestanddeel: delen van de grond die door carbonaat tot een geheel zijn verkit, bijvoorbeeld een septarie; voorkomend in een mate die van invloed is op de geotechnische eigenschappen van de grond."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"kalkGemaakt";"Ja";"Ja";"Een antropogeen bestanddeel: op kalk gebaseerd materiaal van menselijke makelij zoals gebluste kalk of als hulpstof herkenbare kalk. "
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"ophoogmateriaalLichtKunststof";"Ja";"Ja";"Een antropogeen bestanddeel: ophoogmateriaal met een laag soortelijk gewicht dat vooral uit plastics en soortgelijke kunststoffen bestaat, met als voorbeeld geëxpandeerd polystyreen."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"ophoogmateriaalLichtStenig";"Ja";"Ja";"Een antropogeen bestanddeel: ophoogmateriaal met een laag soortelijk gewicht dat uit stenig materiaal van menselijke makelij bestaat. Voorbeelden zijn bims, geëxpandeerde kleikorrels, flugsand, schuimbeton en schuimglas. "
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"plantenrestenHoutig";"Ja";"Ja";"Een natuurlijk bestanddeel: de houtige, onverteerde resten van planten, zoals stammen en takken. "
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"plantenrestenNietHoutig";"Ja";"Ja";"Een natuurlijk bestanddeel: de niet-houtige, onverteerde resten van planten, zoals worteltjes, rietstengels en bladeren. "
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"puin";"Ja";"Ja";"Een antropogeen bestanddeel: bouw- en sloopafval, veelal een mengsel van stenige materialen die door de mens gemaakt of bewerkt zijn; soilmix, een mengsel van de grond ter plaatse met een materiaal als cement of waterglas, wordt ook hiertoe gerekend. "
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"schelpmateriaalWeinig";"Ja";"Ja";"Een natuurlijk bestanddeel: schelpen en resten van schelpen en wel voorkomend in een mate dat de geotechnische eigenschappen van de grond niet worden beïnvloed."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"schelpmateriaalVeel";"Ja";"Ja";"Een natuurlijk bestanddeel: schelpen en resten van schelpen, voorkomend in een mate dat de geotechnische eigenschappen van de grond worden beïnvloed."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"stenen";"Ja";"Ja";"Een antropogeen bestanddeel: stenen van natuurlijk materiaal die gebruikt zijn als ballast of stortsteen of het bijproduct zijn van mijnbouw."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"verbrandingsrestenFijn";"Ja";"Ja";"Een antropogeen bestanddeel: minerale verbrandingsresten met een diameter vergelijkbaar met die van silt en lutum (&lt;63µm), veelal vliegas genoemd."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"verbrandingsrestenMiddelgrof";"Ja";"Ja";"Een antropogeen bestanddeel: minerale verbrandingsresten met een diameter die vergelijkbaar is met zand (0.063 - 2 mm), veelal bodemas genoemd."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"verbrandingsrestenGrof";"Ja";"Ja";"Een antropogeen bestanddeel: minerale verbrandingsresten met een diameter groter dan 2mm; veelal slakken genoemd."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"vuursteenWeinig";"Ja";"Ja";"Een natuurlijk bestanddeel: concreties die bestaan uit vrijwel amorfe kwarts, voorkomend in een mate die niet van invloed is op de geotechnische eigenschappen van de grond."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"vuursteenVeel";"Ja";"Ja";"Een natuurlijk bestanddeel: concreties die bestaan uit vrijwel amorfe kwarts, voorkomend in een mate die van invloed is op de geotechnische eigenschappen van de grond."
"BijzonderBestanddeel";"urn:bro:bhrgt:TertiaryConstituent";"wegverhardingsmateriaal";"Ja";"Ja";"Een antropogeen bestanddeel: materiaal dat gebruikt is voor het verharden van wegen en erven. Voorbeelden zijn asfalt, betonklinkers, klinkers, steenslag en tegels. "
